14 03 18 00 00 01 32763 ? ? -1.52588
14 03 18 00 00 31 32763 ? ? -1.52588
14 03 18 00 01 02 32763 ? ? -1.52588
14 03 18 00 01 32 32763 ? ? -1.52588
14 03 18 00 02 01 32762 ? ? -1.83105
14 03 18 00 02 31 32762 ? ? -1.83105
14 03 18 00 03 01 32764 ? ? -1.2207
14 03 18 00 03 31 32763 ? ? -1.52588
14 03 18 00 04 01 32762 ? ? -1.83105
14 03 18 00 04 31 32763 ? ? -1.52588
14 03 18 00 05 01 32763 ? ? -1.52588
14 03 18 00 05 31 32763 ? ? -1.52588
14 03 18 00 06 02 32764 ? ? -1.2207
14 03 18 00 06 32 32763 ? ? -1.52588
14 03 18 00 07 01 32763 ? ? -1.52588
14 03 18 00 07 31 32763 ? ? -1.52588
14 03 18 00 08 01 32763 ? ? -1.52588
14 03 18 00 08 31 32763 ? ? -1.52588
14 03 18 00 09 01 32763 ? ? -1.52588
14 03 18 00 09 31 32764 ? ? -1.2207
14 03 18 00 10 01 32763 ? ? -1.52588
14 03 18 00 10 31 32763 ? ? -1.52588
14 03 18 00 11 01 32763 ? ? -1.52588
14 03 18 00 11 31 32763 ? ? -1.52588
14 03 18 00 12 02 32764 ? ? -1.2207
14 03 18 00 12 32 32763 ? ? -1.52588
14 03 18 00 13 01 32764 ? ? -1.2207
14 03 18 00 13 31 32763 ? ? -1.52588
14 03 18 00 14 01 32762 ? ? -1.83105
14 03 18 00 14 31 32763 ? ? -1.52588
14 03 18 00 15 01 32763 ? ? -1.52588
14 03 18 00 15 31 32763 ? ? -1.52588
14 03 18 00 16 01 32763 ? ? -1.52588
14 03 18 00 16 31 32763 ? ? -1.52588
14 03 18 00 17 01 32762 ? ? -1.83105
14 03 18 00 17 31 32763 ? ? -1.52588
14 03 18 00 18 02 32763 ? ? -1.52588
14 03 18 00 18 32 32763 ? ? -1.52588
14 03 18 00 19 01 32763 ? ? -1.52588
14 03 18 00 19 31 32764 ? ? -1.2207
14 03 18 00 20 01 32763 ? ? -1.52588
