14 01 14  03 38 32  39091
14 01 14  03 39 02  39072
14 01 14  03 39 32  39075
14 01 14  03 40 02  39124
14 01 14  03 40 32  39100
14 01 14  03 41 03  39120
14 01 14  03 41 33  39072
14 01 14  03 42 03  39106
14 01 14  03 42 33  39101
14 01 14  03 43 02  39081
14 01 14  03 43 32  39081
14 01 14  03 44 02  39079
14 01 14  03 44 32  39048
14 01 14  03 45 02  39071
14 01 14  03 45 32  39065
14 01 14  03 46 02  39080
14 01 14  03 46 32  39096
14 01 14  03 47 02  39126
14 01 14  03 47 32  39105
14 01 14  03 48 03  39135
14 01 14  03 48 33  39128
14 01 14  03 49 02  39137
14 01 14  03 49 32  39132
14 01 14  03 50 02  39120
14 01 14  03 50 32  39130
14 01 14  03 51 02  39157
14 01 14  03 51 32  39153
14 01 14  03 52 02  39156
14 01 14  03 52 32  39189
14 01 14  03 53 02  39191
14 01 14  03 53 32  39204
14 01 14  03 54 03  39200
14 01 14  03 54 33  39202
14 01 14  03 55 03  39204
14 01 14  03 55 33  39202
14 01 14  03 56 02  39219
14 01 14  03 56 32  39229
14 01 14  03 57 02  39258
14 01 14  03 57 32  39236
14 01 14  03 58 02  39290
14 01 14  03 58 32  39272
14 01 14  03 59 02  39282
14 01 14  03 59 32  39261
14 01 14  04 00 02  39257
14 01 14  04 00 32  39295
14 01 14  04 01 03  39280
14 01 14  04 01 33  39275
14 01 14  04 02 02  39256
14 01 14  04 02 32  39281
14 01 14  04 03 02  39311
14 01 14  04 03 32  39304
14 01 14  04 04 02  39360
14 01 14  04 04 32  39354
14 01 14  04 05 02  39355
14 01 14  04 05 32  39341
14 01 14  04 06 02  39366
14 01 14  04 06 32  39354
14 01 14  04 07 03  39368
14 01 14  04 07 33  39382
14 01 14  04 08 03  39384
14 01 14  04 08 33  39383
14 01 14  04 09 02  39395
14 01 14  04 09 32  39422
14 01 14  04 10 02  39417
14 01 14  04 10 32  39444
14 01 14  04 11 02  39459
14 01 14  04 11 32  39483
14 01 14  04 12 02  39518
14 01 14  04 12 32  39520
14 01 14  04 13 02  39523
14 01 14  04 13 32  39535
14 01 14  04 14 03  39502
14 01 14  04 14 33  39460
14 01 14  04 15 02  39507
14 01 14  04 15 32  39510
14 01 14  04 16 02  39541
14 01 14  04 16 32  39563
14 01 14  04 17 02  39571
14 01 14  04 17 32  39559
14 01 14  04 18 02  39592
14 01 14  04 18 32  39619
14 01 14  04 19 02  39618
14 01 14  04 19 32  39609
14 01 14  04 20 02  39590
14 01 14  04 20 32  39655
14 01 14  04 21 03  39644
14 01 14  04 21 33  39635
14 01 14  04 22 02  39655
14 01 14  04 22 32  39604
14 01 14  04 23 02  39604
14 01 14  04 23 32  39598
14 01 14  04 24 02  39642
14 01 14  04 24 32  39639
14 01 14  04 25 02  39626
14 01 14  04 25 32  39634
14 01 14  04 26 02  39632
14 01 14  04 26 32  39627
14 01 14  04 27 03  39610
14 01 14  04 27 33  39644
14 01 14  04 28 02  39676
14 01 14  04 28 33  39679
14 01 14  04 29 02  39656
14 01 14  04 29 32  39639
14 01 14  04 30 02  39646
14 01 14  04 30 32  39636
14 01 14  04 31 03  39649
14 01 14  04 31 33  39677
14 01 14  04 32 03  39640
14 01 14  04 32 33  39620
14 01 14  04 33 02  39658
14 01 14  04 33 32  39671
14 01 14  04 34 02  39696
14 01 14  04 34 32  39671
14 01 14  04 35 02  39660
14 01 14  04 35 32  39751
14 01 14  04 36 02  39731
14 01 14  04 36 32  39767
14 01 14  04 37 02  39717
14 01 14  04 37 32  39770
14 01 14  04 38 03  39752
14 01 14  04 38 33  39776
14 01 14  04 39 02  39791
14 01 14  04 39 32  39809
14 01 14  04 40 02  39798
14 01 14  04 40 32  39812
14 01 14  04 41 02  39804
14 01 14  04 41 32  39792
14 01 14  04 42 02  39806
14 01 14  04 42 32  39879
14 01 14  04 43 02  39872
14 01 14  04 43 32  39936
14 01 14  04 44 02  39896
14 01 14  04 44 32  39908
14 01 14  04 45 03  39938
14 01 14  04 45 33  39966
14 01 14  04 46 02  39980
14 01 14  04 46 32  39974
14 01 14  04 47 02  40026
14 01 14  04 47 32  40054
14 01 14  04 48 02  40060
14 01 14  04 48 32  40060
14 01 14  04 49 02  40017
14 01 14  04 49 32  40066
14 01 14  04 50 02  40091
14 01 14  04 50 32  40090
14 01 14  04 51 02  40063
14 01 14  04 51 32  40095
14 01 14  04 52 02  40106
14 01 14  04 52 33  40065
14 01 14  04 53 02  40071
14 01 14  04 53 32  40099
14 01 14  04 54 02  40041
14 01 14  04 54 32  40003
14 01 14  04 55 02  40087
14 01 14  04 55 32  40082
14 01 14  04 56 02  40003
14 01 14  04 56 32  40027
14 01 14  04 57 02  40008
14 01 14  04 57 32  40040
14 01 14  04 58 03  40115
14 01 14  04 58 33  40091
14 01 14  04 59 02  40108
14 01 14  04 59 32  40125
14 01 14  05 00 02  40140
14 01 14  05 00 33  40124
14 01 14  05 01 03  40172
14 01 14  05 01 33  40175
14 01 14  05 02 03  40144
14 01 14  05 02 33  40139
14 01 14  05 03 03  40119
14 01 14  05 03 33  40134
14 01 14  05 04 03  40150
14 01 14  05 04 33  40134
14 01 14  05 05 04  40160
14 01 14  05 05 34  40173
14 01 14  05 06 03  40130
14 01 14  05 06 33  40126
14 01 14  05 07 03  40104
14 01 14  05 07 33  40084
14 01 14  05 08 03  40173
14 01 14  05 08 33  40147
14 01 14  05 09 03  40128
14 01 14  05 09 33  40137
14 01 14  05 10 03  40129
14 01 14  05 10 33  40175
14 01 14  05 11 04  40138
14 01 14  05 11 34  40161
14 01 14  05 12 03  40183
14 01 14  05 12 33  40193
14 01 14  05 13 03  40228
14 01 14  05 13 33  40226
14 01 14  05 14 03  40221
14 01 14  05 14 33  40211
14 01 14  05 15 03  40228
14 01 14  05 15 33  40223
14 01 14  05 16 03  40259
14 01 14  05 16 33  40284
14 01 14  05 17 03  40244
14 01 14  05 17 33  40283
14 01 14  05 18 04  40252
14 01 14  05 18 34  40309
14 01 14  05 19 03  40253
14 01 14  05 19 33  40258
14 01 14  05 20 03  40318
14 01 14  05 20 33  40283
14 01 14  05 21 03  40287
14 01 14  05 21 33  40276
14 01 14  05 22 03  40302
14 01 14  05 22 33  40267
14 01 14  05 23 03  40319
14 01 14  05 23 33  40347
14 01 14  05 24 03  40348
14 01 14  05 24 33  40350
14 01 14  05 25 04  40363
14 01 14  05 25 34  40319
14 01 14  05 26 03  40395
14 01 14  05 26 33  40386
14 01 14  05 27 03  40333
14 01 14  05 27 33  40327
14 01 14  05 28 03  40370
14 01 14  05 28 33  40390
14 01 14  05 29 03  40352
14 01 14  05 29 33  40327
14 01 14  05 30 03  40397
14 01 14  05 30 33  40389
14 01 14  05 31 04  40343
14 01 14  05 31 34  40329
14 01 14  05 32 03  40306
14 01 14  05 32 33  40314
14 01 14  05 33 03  40357
14 01 14  05 33 33  40348
14 01 14  05 34 03  40290
14 01 14  05 34 33  40326
14 01 14  05 35 03  40339
14 01 14  05 35 33  40335
14 01 14  05 36 03  40303
14 01 14  05 36 33  40302
14 01 14  05 37 03  40333
14 01 14  05 37 33  40271
14 01 14  05 38 04  40321
14 01 14  05 38 34  40287
14 01 14  05 39 03  40293
14 01 14  05 39 33  40320
14 01 14  05 40 03  40320
14 01 14  05 40 33  40344
14 01 14  05 41 03  40401
14 01 14  05 41 33  40326
14 01 14  05 42 03  40325
14 01 14  05 42 33  40317
14 01 14  05 43 03  40370
14 01 14  05 43 33  40279
14 01 14  05 44 03  40338
14 01 14  05 44 33  40363
14 01 14  05 45 03  40390
14 01 14  05 45 33  40430
14 01 14  05 46 03  40379
14 01 14  05 46 33  40380
14 01 14  05 47 03  40469
14 01 14  05 47 33  40442
14 01 14  05 48 03  40423
14 01 14  05 48 33  40461
14 01 14  05 49 03  40441
14 01 14  05 49 33  40468
14 01 14  05 50 03  40514
14 01 14  05 50 33  40534
14 01 14  05 51 04  40470
14 01 14  05 51 34  40505
14 01 14  05 52 03  40545
14 01 14  05 52 33  40542
14 01 14  05 53 03  40529
14 01 14  05 53 33  40592
14 01 14  05 54 03  40599
14 01 14  05 54 33  40642
14 01 14  05 55 03  40666
14 01 14  05 55 33  40681
14 01 14  05 56 03  40753
14 01 14  05 56 33  40739
14 01 14  05 57 03  40738
14 01 14  05 57 33  40731
14 01 14  05 58 03  40789
14 01 14  05 58 33  40814
14 01 14  05 59 03  40782
14 01 14  05 59 33  40772
14 01 14  06 00 03  40709
14 01 14  06 00 33  40774
14 01 14  06 01 03  40835
14 01 14  06 01 33  40863
14 01 14  06 02 03  40878
14 01 14  06 02 33  40834
14 01 14  06 03 03  40854
14 01 14  06 03 33  40777
14 01 14  06 04 04  40814
14 01 14  06 04 34  40844
14 01 14  06 05 03  40821
14 01 14  06 05 33  40803
14 01 14  06 06 03  40830
14 01 14  06 06 33  40847
14 01 14  06 07 03  40903
14 01 14  06 07 33  40920
14 01 14  06 08 03  40933
14 01 14  06 08 33  40935
14 01 14  06 09 03  40979
14 01 14  06 09 33  40943
14 01 14  06 10 03  40866
14 01 14  06 10 33  40938
14 01 14  06 11 03  40972
14 01 14  06 11 33  40982
14 01 14  06 12 03  40915
14 01 14  06 12 33  40882
14 01 14  06 13 03  40937
14 01 14  06 13 33  40982
14 01 14  06 14 03  40985
14 01 14  06 14 33  41000
14 01 14  06 15 03  40984
14 01 14  06 15 33  41005
14 01 14  06 16 03  40934
14 01 14  06 16 33  40881
14 01 14  06 17 03  40901
14 01 14  06 17 33  40895
14 01 14  06 18 03  40861
14 01 14  06 18 33  40902
14 01 14  06 19 03  40871
14 01 14  06 19 33  40834
14 01 14  06 20 03  40845
14 01 14  06 20 33  40845
14 01 14  06 21 03  40840
14 01 14  06 21 33  40821
14 01 14  06 22 03  40845
14 01 14  06 22 33  40856
14 01 14  06 23 03  40814
14 01 14  06 23 33  40823
14 01 14  06 24 04  40808
14 01 14  06 24 34  40802
14 01 14  06 25 03  40773
14 01 14  06 25 33  40854
14 01 14  06 26 03  40848
14 01 14  06 26 33  40815
14 01 14  06 27 03  40843
14 01 14  06 27 33  40825
14 01 14  06 28 03  40845
14 01 14  06 28 33  40785
14 01 14  06 29 03  40786
14 01 14  06 29 33  40759
14 01 14  06 30 03  40798
14 01 14  06 30 33  40763
14 01 14  06 31 03  40758
14 01 14  06 31 33  40743
14 01 14  06 32 03  40783
14 01 14  06 32 33  40792
14 01 14  06 33 03  40835
14 01 14  06 33 33  40790
14 01 14  06 34 03  40750
14 01 14  06 34 33  40758
14 01 14  06 35 03  40810
14 01 14  06 35 33  40783
14 01 14  06 36 03  40803
14 01 14  06 36 33  40752
14 01 14  06 37 03  40758
14 01 14  06 37 33  40756
14 01 14  06 38 03  40794
14 01 14  06 38 33  40776
14 01 14  06 39 03  40742
14 01 14  06 39 33  40753
14 01 14  06 40 03  40820
14 01 14  06 40 33  40850
14 01 14  06 41 03  40794
14 01 14  06 41 33  40837
14 01 14  06 42 03  40857
14 01 14  06 42 33  40909
14 01 14  06 43 03  40850
14 01 14  06 43 33  40952
14 01 14  06 44 03  40909
14 01 14  06 44 33  40875
14 01 14  06 45 02  40852
14 01 14  06 45 32  40961
14 01 14  06 46 03  41014
14 01 14  06 46 33  40983
14 01 14  06 47 03  40983
14 01 14  06 47 33  40913
14 01 14  06 48 03  40974
14 01 14  06 48 33  41001
14 01 14  06 49 03  40992
14 01 14  06 49 33  41035
14 01 14  06 50 03  41037
14 01 14  06 50 33  40967
14 01 14  06 51 03  40978
14 01 14  06 51 33  41033
14 01 14  06 52 03  40995
14 01 14  06 52 33  41089
14 01 14  06 53 03  41100
14 01 14  06 53 33  41095
14 01 14  06 54 03  41061
14 01 14  06 54 33  41126
14 01 14  06 55 03  41142
14 01 14  06 55 33  41167
14 01 14  06 56 03  41165
14 01 14  06 56 33  41167
14 01 14  06 57 03  41176
14 01 14  06 57 33  41171
14 01 14  06 58 03  41177
14 01 14  06 58 33  41093
14 01 14  06 59 03  41030
14 01 14  06 59 33  41063
14 01 14  07 00 03  41117
14 01 14  07 00 33  41151
14 01 14  07 01 03  41172
14 01 14  07 01 33  41170
14 01 14  07 02 03  41207
14 01 14  07 02 33  41136
14 01 14  07 03 02  41334
14 01 14  07 03 33  41275
14 01 14  07 04 03  41314
14 01 14  07 04 33  41204
14 01 14  07 05 03  41190
14 01 14  07 05 33  41271
14 01 14  07 06 03  41268
14 01 14  07 06 33  41355
14 01 14  07 07 03  41313
14 01 14  07 07 33  41300
14 01 14  07 08 03  41375
14 01 14  07 08 33  41352
14 01 14  07 09 03  41344
14 01 14  07 09 33  41384
14 01 14  07 10 03  41403
14 01 14  07 10 33  41450
14 01 14  07 11 03  41455
14 01 14  07 11 33  41406
14 01 14  07 12 03  41407
14 01 14  07 12 33  41400
14 01 14  07 13 03  41398
14 01 14  07 13 33  41442
14 01 14  07 14 03  41457
14 01 14  07 14 33  41500
14 01 14  07 15 03  41509
14 01 14  07 15 33  41529
14 01 14  07 16 03  41514
14 01 14  07 16 33  41536
14 01 14  07 17 03  41588
14 01 14  07 17 33  41529
14 01 14  07 18 03  41568
14 01 14  07 18 33  41544
14 01 14  07 19 03  41547
14 01 14  07 19 33  41561
14 01 14  07 20 03  41515
14 01 14  07 20 33  41442
14 01 14  07 21 03  41459
14 01 14  07 21 33  41426
14 01 14  07 22 02  41449
14 01 14  07 22 32  41488
14 01 14  07 23 03  41413
14 01 14  07 23 33  41426
14 01 14  07 24 03  41418
14 01 14  07 24 33  41424
14 01 14  07 25 03  41432
14 01 14  07 25 33  41456
14 01 14  07 26 03  41414
14 01 14  07 26 33  41456
14 01 14  07 27 03  41425
14 01 14  07 27 33  41468
14 01 14  07 28 03  41380
14 01 14  07 28 33  41439
14 01 14  07 29 03  41385
14 01 14  07 29 33  41530
14 01 14  07 30 03  41529
14 01 14  07 30 33  41468
14 01 14  07 31 03  41472
14 01 14  07 31 33  41502
14 01 14  07 32 03  41454
14 01 14  07 32 33  41554
14 01 14  07 33 03  41595
14 01 14  07 33 33  41502
14 01 14  07 34 03  41615
14 01 14  07 34 33  41576
14 01 14  07 35 03  41594
14 01 14  07 35 33  41628
14 01 14  07 36 03  41654
14 01 14  07 36 33  41753
14 01 14  07 37 03  41748
14 01 14  07 37 33  41754
14 01 14  07 38 03  41784
14 01 14  07 38 33  41727
14 01 14  07 39 03  41770
14 01 14  07 39 33  41864
14 01 14  07 40 03  41897
14 01 14  07 40 33  41872
14 01 14  07 41 03  41875
14 01 14  07 41 33  41893
14 01 14  07 42 03  41954
14 01 14  07 42 33  41970
14 01 14  07 43 03  41996
14 01 14  07 43 33  41957
14 01 14  07 44 03  42027
14 01 14  07 44 33  42066
14 01 14  07 45 03  42035
14 01 14  07 45 33  41984
14 01 14  07 46 03  41953
