14 07 26  02 49 02  17537  ?  61218  -4648.05  ?  13.72 
14 07 26  02 49 32  17533  ?  61212  -4649.27  ?  13.72 
14 07 26  02 50 02  17527  ?  61221  -4651.10  ?  13.72 
14 07 26  02 50 32  17527  ?  61216  -4651.10  ?  13.72 
14 07 26  02 51 01  17523  ?  61216  -4652.32  ?  13.72 
14 07 26  02 51 31  17520  ?  61214  -4653.24  ?  13.72 
14 07 26  02 52 01  17513  ?  61220  -4655.38  ?  13.72 
14 07 26  02 52 31  17507  ?  61215  -4657.21  ?  13.72 
14 07 26  02 53 01  17509  ?  61220  -4656.60  ?  13.72 
14 07 26  02 53 31  17505  ?  61212  -4657.82  ?  13.72 
14 07 26  02 54 01  17501  ?  61219  -4659.04  ?  13.72 
14 07 26  02 54 31  17498  ?  61215  -4659.95  ?  13.72 
14 07 26  02 55 02  17497  ?  61217  -4660.26  ?  13.72 
14 07 26  02 55 32  17497  ?  61214  -4660.26  ?  13.72 
14 07 26  02 56 01  17489  ?  61219  -4662.70  ?  13.72 
14 07 26  02 56 31  17490  ?  61213  -4662.39  ?  13.72 
14 07 26  02 57 01  17484  ?  61217  -4664.23  ?  13.72 
14 07 26  02 57 31  17481  ?  61215  -4665.14  ?  13.72 
14 07 26  02 58 01  17471  ?  61218  -4668.19  ?  13.72 
14 07 26  02 58 31  17467  ?  61213  -4669.41  ?  13.72 
14 07 26  02 59 01  17460  ?  61219  -4671.55  ?  13.72 
14 07 26  02 59 31  17461  ?  61214  -4671.24  ?  13.72 
14 07 26  03 00 01  17462  ?  61218  -4670.94  ?  13.72 
14 07 26  03 00 31  17455  ?  61214  -4673.08  ?  13.72 
14 07 26  03 01 02  17451  ?  61217  -4674.30  ?  13.72 
14 07 26  03 01 32  17447  ?  61212  -4675.52  ?  13.72 
14 07 26  03 02 01  17444  ?  61217  -4676.43  ?  13.72 
14 07 26  03 02 31  17443  ?  61213  -4676.74  ?  13.72 
14 07 26  03 03 01  17439  ?  61218  -4677.96  ?  13.72 
14 07 26  03 03 31  17435  ?  61211  -4679.18  ?  13.72 
14 07 26  03 04 01  17432  ?  61218  -4680.09  ?  13.72 
14 07 26  03 04 31  17430  ?  61214  -4680.71  ?  13.72 
14 07 26  03 05 01  17427  ?  61218  -4681.62  ?  13.72 
14 07 26  03 05 31  17419  ?  61212  -4684.06  ?  13.72 
14 07 26  03 06 01  17416  ?  61219  -4684.98  ?  13.72 
14 07 26  03 06 31  17410  ?  61213  -4686.81  ?  13.72 
